input,output
City lights,The reflection of city lights on a puddle on the sidewalk
City lights,The reflection of the city lights on the surface of a river
City lights,The smell of car exhaust
City lights,The smell of car exhaust and garbage
City lights,The smell of car exhaust and hot asphalt
City lights,The smell of exhaust fumes and street food
City lights,The smell of fresh-baked bread wafting from a bakery
City lights,The smell of hot dogs cooking on a street cart
City lights,The sound of a police siren wailing in the distance
City lights,The sound of car horns honking in the distance
City lights,The sound of cars honking their horns
City lights,The sound of cars honking their horns as they navigate through a busy intersection
City lights,The sound of cars honking their horns as they navigate through the city
City lights,The sound of cars honking their horns as they weave in and out of traffic
City lights,The sound of traffic and car horns
City lights,The taste of a hot chocolate from a street vendor
City lights,The taste of hot chocolate on a cold night
City lights,The twinkling of Christmas lights in the windows of a high-rise apartment building
City lights,The twinkling of Christmas lights in the windows of a tall building
City lights,The twinkling of Christmas lights on a tall building
City lights,The twinkling of Christmas lights on a tree in a park
City lights,The warm glow of streetlights illuminating the sidewalk
City lights,The warm glow of the lights reflecting off of the wet pavement
City park,A couple sitting on a bench sharing a kiss
City park,A couple walking hand-in-hand
City park,A flock of geese flying overhead
City park,A flock of pigeons flying overhead
City park,A group of people playing frisbee
City park,A group of teenagers playing basketball
City park,A homeless man sleeping on a bench
City park,A stray dog chasing a squirrel
City park,A woman reading a book on a bench
City park,A woman walking her dog
City park,The feel of a warm breeze blowing through the trees
City park,The feel of the grass on your feet as you walk through the park
City park,The feel of the warm sun on your skin
City park,The feeling of the sun on your skin
City park,The sight of a couple walking their dog
City park,The sight of a family having a picnic
City park,The sight of a group of friends having a picnic
City park,The sight of joggers and dog walkers
City park,The sight of joggers running laps around the track
City park,The smell of fresh-cut grass
City park,The smell of fresh-cut grass and hot dogs
City park,The smell of freshly cut grass
City park,The smell of grilled hot dogs wafting from the concession stand
City park,The smell of hot dogs and hamburgers grilling on a nearby grill
City park,The sound of children laughing and playing
City park,The sound of children laughing and playing tag
City park,The sound of children playing and laughing
City park,The sound of children playing in the distance
City park,The sound of children playing on the swings
City park,The taste of a juicy peach plucked straight from the tree
City park,The taste of a refreshing ice cream cone on a hot day
City park,The taste of a refreshing lemonade from a street vendor
Class reunion,A DJ playing songs from the '90s that no one remembers
Class reunion,A DJ playing songs from the 90s
Class reunion,A DJ playing songs that were popular in high school
Class reunion,A buffet table filled with mediocre food
Class reunion,A group of people trying to remember the name of the kid who got expelled in 7th grade
Class reunion,A group of people trying to remember who each other is
Class reunion,A sea of awkward hugs
Class reunion,A slideshow of embarrassing photos from high school
Class reunion,A slideshow of old photos from high school
Class reunion,A table covered in empty red Solo cups
Class reunion,A table full of delicious-looking food that no one seems to be eating
Class reunion,A table full of empty plastic champagne flutes
Class reunion,A table full of finger foods that are all gone by the end of the night
Class reunion,The feeling of awkwardness as you run into someone you haven't seen in years
Class reunion,The feeling of awkwardness when you run into someone you don't remember
Class reunion,The feeling of being simultaneously excited and nervous to see old friends
Class reunion,The sight of people awkwardly trying to remember each other's names
Class reunion,The sight of people trying to remember each other's names
Class reunion,The sight of people wearing ill-fitting prom dresses and tuxedos
Class reunion,The sight of people wearing name tags and trying to remember each other's names
Class reunion,The smell of cheap champagne and stale hors d'oeuvres
Class reunion,The smell of mothballs and stale beer
Class reunion,The smell of stale beer and bad cologne
Class reunion,The smell of stale beer and cheap cologne
Class reunion,The smell of stale beer and cheap perfume
Class reunion,The smell of stale beer and perfume
Class reunion,The smell of stale beer and popcorn
Class reunion,The sound of a DJ playing a cheesy cover of a popular song from the '80s
Class reunion,The sound of laughter and conversation echoing through the room
Class reunion,The sound of people laughing and catching up
Class reunion,The sound of people laughing and catching up on old times
Class reunion,The sound of people laughing and talking loudly
Class reunion,The sound of people laughing and talking loudly over the music
Class reunion,The sound of people loudly catching up on each other's lives
Class reunion,The sound of people trying to talk over each other
Class reunion,The taste of bad punch
