input,output
Dance Marathon,Dance marathon is a great way to get in shape and have fun.
Dance Marathon,Dance marathon is a great way to get in shape and raise money for charity.
Dance Marathon,Dance marathon is a great way to get in shape—if you can survive it.
Dance Marathon,Dance marathon is a great way to get in shape—if you're into cardio that makes you want to cry.
Dance Marathon,Dance marathon is a great way to get in shape—if you're into cardio.
Dance Marathon,Dance marathon is a party that never ends.
Dance Marathon,Dance marathon is a social experiment that reveals the best and worst of human nature.
Dance Marathon,Dance marathon is a social experiment that reveals the true nature of human beings.
Dance Marathon,Dance marathon is a test of endurance and willpower.
Dance Marathon,Dance marathon is the perfect way to bond with your friends and make new ones.
Dance Marathon,Dance marathon is the ultimate test of endurance and willpower.
Dance Party,No results generated. Please try again.
Dance Recital,"Dance recitals are a lot like the Hunger Games—only instead of killing each other, the dancers are trying to impress the judges."
Dance Recital,Dance recitals are a form of child abuse.
Dance Recital,Dance recitals are a form of torture that should be banned by the Geneva Convention.
Dance Recital,Dance recitals are a great way to embarrass your kids in front of their friends and family.
Dance Recital,Dance recitals are a great way to get in shape—if you're a parent who has to sit through one.
Dance Recital,Dance recitals are a great way to get out of work for a few hours.
Dance Recital,Dance recitals are a great way to get your child in shape—and give you a headache from all the screaming.
Dance Recital,Dance recitals are a great way to get your child out of the house and exercising.
Dance Recital,Dance recitals are a great way to get your child out of the house and moving their body.
Dance Recital,Dance recitals are a great way to get your child out of the house and moving.
Dance Recital,Dance recitals are a great way to get your kids to exercise.
Dance Recital,Dance recitals are a great way to show off your child's hard work and dedication.
Dance Recital,Dance recitals are a waste of time and money.
Dance Recital,Dance recitals are the adult equivalent of watching a dog play fetch.
Dance Recital,Dance recitals are the best way to get your kids to exercise.
Dance Recital,Dance recitals are the best way to see your child embarrass themselves in public.
Dance Recital,Dance recitals are the closest thing we have to a modern-day ballet.
Dance Recital,Dance recitals are the closest thing we have to real-life ballets.
Dance Recital,Dance recitals are the only time it's socially acceptable to wear a leotard in public.
Dance Recital,Dance recitals are the perfect opportunity to show off your child's best moves—and embarrass them in front of their entire extended family.
Dance Recital,Dance recitals are the perfect opportunity to show off your child's moves.
